5.070279121398925781e+00,1.985609054565429688e+00
4.834046840667724609e+00,1.911502242088317871e+00
5.056198120117187500e+00,1.888063311576843262e+00
4.811644554138183594e+00,1.727203488349914551e+00
4.465745449066162109e+00,1.419207930564880371e+00
5.243041992187500000e+00,2.111977338790893555e+00
4.837821483612060547e+00,1.809636950492858887e+00
4.708680152893066406e+00,1.704961419105529785e+00
4.685690879821777344e+00,1.465045571327209473e+00
3.799586534500122070e+00,8.442068099975585938e-01
4.639570713043212891e+00,1.878777623176574707e+00
4.814252376556396484e+00,1.830809354782104492e+00
4.462508678436279297e+00,1.554689645767211914e+00
4.277826309204101562e+00,1.510311365127563477e+00
4.415769100189208984e+00,1.684503555297851562e+00
4.599206447601318359e+00,1.807713985443115234e+00
4.654383659362792969e+00,1.585983395576477051e+00
4.243952751159667969e+00,1.513615250587463379e+00
4.238518238067626953e+00,1.363962173461914062e+00
4.235473155975341797e+00,1.444322705268859863e+00
4.372051239013671875e+00,1.663590908050537109e+00
4.127263545989990234e+00,1.388063311576843262e+00
4.448014259338378906e+00,1.628083586692810059e+00
4.354787826538085938e+00,1.654996156692504883e+00
4.697770595550537109e+00,1.863087058067321777e+00
4.594213962554931641e+00,1.691697955131530762e+00
4.348400592803955078e+00,1.446779489517211914e+00
4.199870586395263672e+00,1.505832433700561523e+00
4.050458431243896484e+00,1.176939487457275391e+00
4.268138885498046875e+00,1.594695806503295898e+00
4.324575901031494141e+00,1.508311629295349121e+00
4.349832057952880859e+00,1.244871377944946289e+00
4.459600448608398438e+00,1.535172939300537109e+00
4.340993404388427734e+00,1.182182431221008301e+00
4.073754310607910156e+00,1.271695375442504883e+00
4.090806484222412109e+00,9.912058711051940918e-01
4.208993434906005859e+00,1.163385987281799316e+00
4.408535003662109375e+00,1.198369503021240234e+00
4.376029968261718750e+00,9.524568319320678711e-01
4.019253730773925781e+00,1.073905825614929199e+00
4.057959556579589844e+00,1.130133867263793945e+00
4.142726898193359375e+00,6.895478963851928711e-01
4.121492385864257812e+00,8.647606372833251953e-01
4.449327468872070312e+00,1.265732645988464355e+00
4.242197990417480469e+00,8.022853136062622070e-01
4.053618431091308594e+00,1.003170490264892578e+00
4.421021938323974609e+00,1.060282588005065918e+00
4.158516407012939453e+00,9.840394258499145508e-01
4.725884914398193359e+00,1.225454568862915039e+00
4.527366638183593750e+00,1.144835591316223145e+00
4.363512516021728516e+00,1.135168194770812988e+00
4.236904144287109375e+00,1.108485579490661621e+00
4.230640888214111328e+00,6.232839226722717285e-01
4.511365890502929688e+00,9.375302195549011230e-01
4.115976333618164062e+00,6.590611338615417480e-01
4.450335502624511719e+00,1.025340914726257324e+00
4.538089275360107422e+00,8.989540338516235352e-01
4.476703643798828125e+00,1.182875990867614746e+00
4.701681613922119141e+00,1.027780890464782715e+00
4.642045021057128906e+00,9.360581040382385254e-01
4.508336067199707031e+00,8.469168543815612793e-01
5.000739097595214844e+00,1.198689222335815430e+00
4.843457221984863281e+00,1.185721516609191895e+00
5.066387653350830078e+00,1.064355731010437012e+00
4.901608467102050781e+00,1.250480771064758301e+00
5.051019668579101562e+00,1.044152498245239258e+00
5.029774665832519531e+00,1.128359079360961914e+00
4.996025562286376953e+00,1.254194021224975586e+00
5.392992973327636719e+00,1.159028053283691406e+00
5.596742153167724609e+00,1.329387068748474121e+00
4.992827415466308594e+00,1.410600662231445312e+00
5.078777790069580078e+00,1.302534222602844238e+00
5.230932235717773438e+00,1.371713757514953613e+00
5.595916748046875000e+00,1.649595975875854492e+00
5.194650650024414062e+00,1.486298680305480957e+00
5.474659442901611328e+00,1.177361845970153809e+00
5.929399967193603516e+00,1.988638997077941895e+00
5.721038818359375000e+00,1.508302927017211914e+00
5.717423439025878906e+00,2.046046733856201172e+00
5.842611789703369141e+00,2.040274620056152344e+00
5.783059120178222656e+00,1.967763781547546387e+00
5.820542812347412109e+00,2.043605089187622070e+00
5.306289196014404297e+00,1.222725033760070801e+00
5.612663269042968750e+00,1.792936325073242188e+00
5.623431205749511719e+00,1.795283436775207520e+00
5.822345256805419922e+00,2.215427160263061523e+00
5.304910659790039062e+00,1.330531358718872070e+00
5.116246700286865234e+00,1.313453912734985352e+00
5.542931079864501953e+00,1.376481413841247559e+00
5.568023681640625000e+00,1.764928221702575684e+00
5.200426578521728516e+00,1.466281771659851074e+00
5.478765964508056641e+00,1.838481187820434570e+00
5.521928310394287109e+00,1.805699348449707031e+00
5.628890037536621094e+00,2.084958076477050781e+00
5.380012989044189453e+00,1.986508250236511230e+00
5.477957725524902344e+00,1.958662748336791992e+00
5.595853805541992188e+00,1.889739632606506348e+00
5.445230484008789062e+00,1.898686528205871582e+00
5.439111709594726562e+00,1.787392973899841309e+00
5.532356739044189453e+00,1.761175274848937988e+00
5.187685966491699219e+00,1.579910635948181152e+00
5.296756744384765625e+00,1.708802938461303711e+00
5.300802707672119141e+00,1.535757899284362793e+00
5.305492401123046875e+00,1.695390105247497559e+00
5.280720710754394531e+00,1.279997229576110840e+00
5.245883941650390625e+00,1.274178147315979004e+00
5.196430683135986328e+00,1.628291964530944824e+00
5.632116794586181641e+00,1.582283139228820801e+00
5.352052211761474609e+00,1.384514212608337402e+00
5.199206829071044922e+00,1.482219934463500977e+00
5.292324066162109375e+00,1.182647824287414551e+00
5.681367874145507812e+00,1.766165256500244141e+00
5.133448123931884766e+00,1.727103471755981445e+00
5.347473144531250000e+00,1.305602073669433594e+00
5.281559467315673828e+00,1.447777509689331055e+00
5.723830699920654297e+00,1.500731825828552246e+00
5.592207908630371094e+00,1.190570473670959473e+00
5.322930335998535156e+00,1.461972832679748535e+00
5.408623695373535156e+00,1.578290820121765137e+00
5.565399169921875000e+00,1.700273513793945312e+00
5.403100013732910156e+00,1.504780054092407227e+00
5.430331707000732422e+00,1.497700691223144531e+00
5.432269573211669922e+00,1.597156286239624023e+00
5.575960636138916016e+00,1.164204359054565430e+00
5.478625297546386719e+00,1.325783967971801758e+00
5.885651588439941406e+00,1.326030015945434570e+00
5.709053516387939453e+00,1.511749982833862305e+00
5.558710575103759766e+00,1.560011625289916992e+00
5.808415889739990234e+00,1.714101791381835938e+00
5.808874607086181641e+00,1.604363322257995605e+00
5.588394165039062500e+00,1.141171097755432129e+00
5.793765544891357422e+00,9.876490831375122070e-01
5.751422882080078125e+00,1.100434422492980957e+00
5.875782966613769531e+00,1.250991225242614746e+00
5.725399494171142578e+00,1.294785857200622559e+00
5.750625133514404297e+00,1.313558220863342285e+00
5.685156822204589844e+00,1.562729597091674805e+00
5.775889873504638672e+00,1.235222578048706055e+00
5.823716163635253906e+00,1.226253867149353027e+00
5.965081214904785156e+00,1.460366249084472656e+00
5.906286239624023438e+00,1.273072600364685059e+00
5.748700141906738281e+00,1.475854277610778809e+00
5.917376041412353516e+00,1.392341852188110352e+00
5.767997264862060547e+00,1.498732924461364746e+00
5.952596664428710938e+00,1.514336347579956055e+00
5.971406459808349609e+00,1.647804737091064453e+00
6.039696216583251953e+00,1.286399960517883301e+00
6.094703197479248047e+00,1.171806693077087402e+00
5.894526481628417969e+00,1.601097345352172852e+00
6.008099555969238281e+00,1.416493654251098633e+00
6.178627490997314453e+00,1.528545975685119629e+00
6.137429714202880859e+00,1.399002432823181152e+00
5.946799755096435547e+00,1.442171335220336914e+00
5.970188617706298828e+00,1.725778102874755859e+00
6.033758163452148438e+00,1.499156713485717773e+00
6.104279518127441406e+00,1.509371638298034668e+00
5.992806911468505859e+00,1.453295826911926270e+00
6.186177253723144531e+00,1.499331355094909668e+00
6.135315418243408203e+00,1.234373211860656738e+00
6.005638122558593750e+00,1.203884482383728027e+00
6.272456169128417969e+00,1.523781538009643555e+00
6.228938102722167969e+00,1.567392587661743164e+00
6.143546104431152344e+00,1.640249252319335938e+00
6.216530799865722656e+00,1.703251957893371582e+00
6.161284446716308594e+00,1.445713162422180176e+00
6.303755760192871094e+00,1.766369938850402832e+00
6.408476352691650391e+00,1.617277979850769043e+00
6.244468212127685547e+00,1.651939749717712402e+00
6.517419815063476562e+00,1.543020248413085938e+00
6.394616127014160156e+00,1.456508517265319824e+00
6.368497371673583984e+00,1.689330101013183594e+00
6.033171653747558594e+00,1.675620317459106445e+00
6.367125034332275391e+00,1.841962218284606934e+00
6.392740726470947266e+00,1.683063387870788574e+00
6.384746074676513672e+00,1.540108919143676758e+00
6.283226966857910156e+00,1.725054740905761719e+00
6.346850872039794922e+00,1.703827500343322754e+00
6.225625514984130859e+00,1.628889918327331543e+00
6.462178230285644531e+00,2.052858591079711914e+00
6.217173576354980469e+00,1.805657863616943359e+00
6.343686580657958984e+00,2.045737028121948242e+00
6.311132431030273438e+00,1.828304886817932129e+00
6.394632339477539062e+00,1.720947027206420898e+00
6.478477001190185547e+00,1.755798816680908203e+00
6.219926357269287109e+00,2.233649492263793945e+00
6.120130538940429688e+00,1.891661405563354492e+00
6.562054634094238281e+00,1.559957742691040039e+00
6.447027206420898438e+00,1.969002246856689453e+00
6.045900344848632812e+00,2.079154968261718750e+00
6.286395072937011719e+00,1.773829102516174316e+00
6.018974304199218750e+00,2.158883333206176758e+00
6.448629856109619141e+00,1.916403889656066895e+00
6.446712017059326172e+00,2.288733482360839844e+00
6.564173221588134766e+00,2.148799896240234375e+00
6.190209388732910156e+00,1.761595726013183594e+00
