-9.638628363609313965e-01,1.297752761840820312e+01
-9.946305751800537109e-01,1.294664382934570312e+01
-9.873034358024597168e-01,1.295348548889160156e+01
-1.006243109703063965e+00,1.293482875823974609e+01
-9.924266934394836426e-01,1.294875717163085938e+01
-9.944545626640319824e-01,1.294717025756835938e+01
-9.947256445884704590e-01,1.294566726684570312e+01
-9.741964936256408691e-01,1.296595001220703125e+01
-1.071453452110290527e+00,1.287555694580078125e+01
-1.175369501113891602e+00,1.277729988098144531e+01
-1.176950931549072266e+00,1.277718544006347656e+01
-1.174113631248474121e+00,1.277991199493408203e+01
1.206073379516601562e+01,2.814668464660644531e+01
6.868528366088867188e+00,2.933198356628417969e+01
6.868588924407958984e+00,2.933196449279785156e+01
6.868609905242919922e+00,2.933192634582519531e+01
6.868576526641845703e+00,2.933193778991699219e+01
1.315335369110107422e+01,1.550203084945678711e+00
1.207956981658935547e+01,2.809938049316406250e+01
1.207382678985595703e+01,2.815815925598144531e+01
4.170236110687255859e+00,1.729575347900390625e+01
4.316509246826171875e+00,1.734162521362304688e+01
4.336791038513183594e+00,1.734996414184570312e+01
4.372986793518066406e+00,1.730378913879394531e+01
4.349141120910644531e+00,1.731908607482910156e+01
4.334917545318603516e+00,1.734407043457031250e+01
4.305461406707763672e+00,1.737525177001953125e+01
-1.500582885742187500e+01,-8.979491233825683594e+00
-1.499714946746826172e+01,-8.969133377075195312e+00
-1.178634643554687500e+01,-6.260290145874023438e+00
-1.181025791168212891e+01,-6.244437694549560547e+00
-1.177005577087402344e+01,-6.253863334655761719e+00
3.838906049728393555e+00,1.713168144226074219e+01
3.839241981506347656e+00,1.713272666931152344e+01
3.843759536743164062e+00,1.713709259033203125e+01
3.844698429107666016e+00,1.713609695434570312e+01
3.838997364044189453e+00,1.713645553588867188e+01
1.170749759674072266e+01,2.816346359252929688e+01
1.180456066131591797e+01,2.819441795349121094e+01
1.177178096771240234e+01,2.816750335693359375e+01
1.134714508056640625e+01,2.805210304260253906e+01
1.132010173797607422e+01,2.798500061035156250e+01
-1.171958732604980469e+01,-8.238511085510253906e+00
-1.169646167755126953e+01,-8.191266059875488281e+00
1.077123165130615234e+01,2.730040931701660156e+01
1.077620220184326172e+01,2.730211639404296875e+01
1.760442405939102173e-01,1.389591693878173828e+01
1.773186475038528442e-01,1.389655113220214844e+01
1.160874462127685547e+01,2.820232200622558594e+01
1.157027053833007812e+01,2.822237777709960938e+01
1.026744556427001953e+01,2.459726715087890625e+01
1.027268981933593750e+01,2.459419441223144531e+01
-1.251481723785400391e+01,-6.731390476226806641e+00
-1.253423309326171875e+01,-6.683434963226318359e+00
-1.256653404235839844e+01,-6.701677322387695312e+00
1.208036899566650391e+01,2.811280250549316406e+01
1.202369403839111328e+01,2.809199714660644531e+01
1.194936275482177734e+01,2.793749237060546875e+01
1.189756774902343750e+01,2.785593032836914062e+01
1.192416000366210938e+01,2.788352966308593750e+01
-1.118862247467041016e+01,-5.960762977600097656e+00
-1.119431114196777344e+01,-5.969335556030273438e+00
-1.119345664978027344e+01,-5.965555191040039062e+00
